,year,prizename,nominationstatement,films,charactor,songtitle,publicnote,Ccodetyp,win
4883,1972,MUSIC (Original Dramatic Score),John Williams,The Poseidon Adventure,,,"[NOTE: THIS IS NOT AN OFFICIAL NOMINATION.  The Godfather score, composed by Nino Rota, was originally announced as one of the five official nominees.  It was later pointed out that portions of the score and the main theme were composed by Rota for his score to the 1958 Italian film, Fortunella.  The Music Branch was given this information and re-balloted to determine the fifth nomination.  The list of six films they were to choose from were the remaining five of the top ten preliminary listings, plus The Godfather score.  The results of the re-balloting was that the fifth nomination became Sleuth, composed by John Addison.]",other,0
4884,1972,MUSIC (Original Dramatic Score),John Addison,Sleuth,,,"[NOTE: The Godfather score, composed by Nino Rota, was originally announced as one of the five official nominees.  It was later pointed out that portions of the score and the main theme were composed by Rota for his score to the 1958 Italian film, Fortunella.  The Music Branch was given this information and re-balloted to determine the fifth nomination.  The list of six films they were to choose from were the remaining five of the top ten preliminary listings, plus The Godfather score.  The results of the re-balloting was that the fifth nomination became Sleuth, composed by John Addison.]",other,0
4885,1972,MUSIC (Scoring: Adaptation and Original Song Score),Adaptation Score by Ralph Burns,Cabaret,,,,other,1
4886,1972,MUSIC (Scoring: Adaptation and Original Song Score),Adaptation Score by Gil Askey,Lady Sings the Blues,,,,other,0
4887,1972,MUSIC (Scoring: Adaptation and Original Song Score),Adaptation Score by Laurence Rosenthal,Man of La Mancha,,,,other,0
4888,1972,MUSIC (Song--Original for the Picture),Music by Walter Scharf; Lyrics by Don Black,Ben,,"""Ben""",,song,0
4889,1972,MUSIC (Song--Original for the Picture),Music by Fred Karlin; Lyrics by Marsha Karlin,The Little Ark,,"""Come Follow, Follow Me""",,song,0
4890,1972,MUSIC (Song--Original for the Picture),Music by Maurice Jarre; Lyrics by Marilyn Bergman and Alan Bergman,The Life and Times of Judge Roy Bean,,"""Marmalade, Molasses & Honey""",,song,0
4891,1972,MUSIC (Song--Original for the Picture),Music and Lyrics by Al Kasha and Joel Hirschhorn,The Poseidon Adventure,,"""The Morning After""",,song,1
4892,1972,MUSIC (Song--Original for the Picture),Music by Sammy Fain; Lyrics by Paul Francis Webster,The Stepmother,,"""Strange Are The Ways Of Love""",,song,0
4893,1972,BEST PICTURE,"Cy Feuer, Producer",Cabaret,,,,actingorsimilar,0
4894,1972,BEST PICTURE,"John Boorman, Producer",Deliverance,,,,actingorsimilar,0
4895,1972,BEST PICTURE,"Bengt Forslund, Producer",The Emigrants,,,,actingorsimilar,0
4896,1972,BEST PICTURE,"Albert S. Ruddy, Producer",The Godfather,,,,actingorsimilar,1
4897,1972,BEST PICTURE,"Robert B. Radnitz, Producer",Sounder,,,,actingorsimilar,0
4898,1972,SHORT SUBJECT (Animated),"Richard Williams, Producer",A Christmas Carol,,,,other,1
4899,1972,SHORT SUBJECT (Animated),"Bob Godfrey, Producer",Kama Sutra Rides Again,,,,other,0
4900,1972,SHORT SUBJECT (Animated),"Nedeljko Dragic, Producer",Tup Tup,,,,other,0
4901,1972,SHORT SUBJECT (Live Action),"Ron Satlof and Ray Gideon, Producers",Frog Story,,,,other,0
4902,1972,SHORT SUBJECT (Live Action),"Richard Barclay, Producer",Norman Rockwell's World...An American Dream,,,,other,1
4903,1972,SHORT SUBJECT (Live Action),"David Adams, Producer",Solo,,,,other,0
4904,1972,SOUND,"Arthur Piantadosi, Charles Knight",Butterflies Are Free,,,,other,0
4905,1972,SOUND,"Robert Knudson, David Hildyard",Cabaret,,,,other,1
4906,1972,SOUND,"Richard Portman, Gene Cantamessa",The Candidate,,,,other,0
4907,1972,SOUND,"Bud Grenzbach, Richard Portman, Christopher Newman",The Godfather,,,,other,0
4908,1972,SOUND,"Theodore Soderberg, Herman Lewis",The Poseidon Adventure,,,,other,0
4909,1972,WRITING (Screenplay--based on material from another medium),Jay Allen,Cabaret,,,,actingorsimilar,0
4910,1972,WRITING (Screenplay--based on material from another medium),"Jan Troell, Bengt Forslund",The Emigrants,,,,actingorsimilar,0
4911,1972,WRITING (Screenplay--based on material from another medium),"Mario Puzo, Francis Ford Coppola",The Godfather,,,,actingorsimilar,1
4912,1972,WRITING (Screenplay--based on material from another medium),Julius J. Epstein,Pete 'n' Tillie,,,,actingorsimilar,0
4913,1972,WRITING (Screenplay--based on material from another medium),"Lonne Elder, III",Sounder,,,,actingorsimilar,0
4914,1972,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),Jeremy Larner,The Candidate,,,,actingorsimilar,1
4915,1972,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),Story and Screenplay by Luis Buñuel;  in collaboration with Jean-Claude Carrière,The Discreet Charm of the Bourgeoisie,,,,actingorsimilar,0
4916,1972,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),"Terence McCloy, Chris Clark, Suzanne de Passe",Lady Sings the Blues,,,,actingorsimilar,0
4917,1972,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),Louis Malle,Murmur of the Heart,,,,actingorsimilar,0
4918,1972,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),Carl Foreman,Young Winston,,,,actingorsimilar,0
4919,1973,ACTOR,Marlon Brando,Last Tango in Paris,"{""Paul""}",,,actingorsimilar,0
4920,1973,ACTOR,Jack Lemmon,Save the Tiger,"{""Harry Stoner""}",,,actingorsimilar,1
4921,1973,ACTOR,Jack Nicholson,The Last Detail,"{""Signalman First Class Buddusky""}",,,actingorsimilar,0
4922,1973,ACTOR,Al Pacino,Serpico,"{""Frank Serpico""}",,,actingorsimilar,0
4923,1973,ACTOR,Robert Redford,The Sting,"{""Johnny Hooker""}",,,actingorsimilar,0
4924,1973,ACTOR IN A SUPPORTING ROLE,Vincent Gardenia,Bang the Drum Slowly,"{""Dutch Schnell""}",,,actingorsimilar,0
4925,1973,ACTOR IN A SUPPORTING ROLE,Jack Gilford,Save the Tiger,"{""Phil Greene""}",,,actingorsimilar,0
4926,1973,ACTOR IN A SUPPORTING ROLE,John Houseman,The Paper Chase,"{""Professor Kingsfield""}",,,actingorsimilar,1
4927,1973,ACTOR IN A SUPPORTING ROLE,Jason Miller,The Exorcist,"{""Father Damian Karras""}",,,actingorsimilar,0
4928,1973,ACTOR IN A SUPPORTING ROLE,Randy Quaid,The Last Detail,"{""Meadows""}",,,actingorsimilar,0
4929,1973,ACTRESS,Ellen Burstyn,The Exorcist,"{""Chris MacNeil""}",,,actingorsimilar,0
4930,1973,ACTRESS,Glenda Jackson,A Touch of Class,"{""Vicki Allessio""}",,,actingorsimilar,1
4931,1973,ACTRESS,Marsha Mason,Cinderella Liberty,"{""Maggie Paul""}",,,actingorsimilar,0
4932,1973,ACTRESS,Barbra Streisand,The Way We Were,"{""Katie Morosky""}",,,actingorsimilar,0
4933,1973,ACTRESS,Joanne Woodward,"Summer Wishes, Winter Dreams","{""Rita Walden""}",,,actingorsimilar,0
4934,1973,ACTRESS IN A SUPPORTING ROLE,Linda Blair,The Exorcist,"{""Regan MacNeil""}",,,actingorsimilar,0
4935,1973,ACTRESS IN A SUPPORTING ROLE,Candy Clark,American Graffiti,"{""Debbie""}",,,actingorsimilar,0
4936,1973,ACTRESS IN A SUPPORTING ROLE,Madeline Kahn,Paper Moon,"{""Trixie Delight""}",,,actingorsimilar,0
4937,1973,ACTRESS IN A SUPPORTING ROLE,Tatum O'Neal,Paper Moon,"{""Addie Loggins""}",,,actingorsimilar,1
4938,1973,ACTRESS IN A SUPPORTING ROLE,Sylvia Sidney,"Summer Wishes, Winter Dreams","{""Mrs. Pritchett""}",,,actingorsimilar,0
4939,1973,ART DIRECTION,"Art Direction:  Lorenzo Mongiardino, Gianni Quaranta;  Set Decoration:  Carmelo Patrono",Brother Sun Sister Moon,,,,actingorsimilar,0
4940,1973,ART DIRECTION,Art Direction:  Bill Malley;  Set Decoration:  Jerry Wunderlich,The Exorcist,,,,actingorsimilar,0
4941,1973,ART DIRECTION,Art Direction:  Henry Bumstead;  Set Decoration:  James Payne,The Sting,,,,actingorsimilar,1
4942,1973,ART DIRECTION,Art Direction:  Philip Jefferies;  Set Decoration:  Robert de Vestel,Tom Sawyer,,,,actingorsimilar,0
4943,1973,ART DIRECTION,Art Direction:  Stephen Grimes;  Set Decoration:  William Kiernan,The Way We Were,,,,actingorsimilar,0
4944,1973,CINEMATOGRAPHY,Sven Nykvist,Cries and Whispers,,,,actingorsimilar,1
4945,1973,CINEMATOGRAPHY,Owen Roizman,The Exorcist,,,,actingorsimilar,0
4946,1973,CINEMATOGRAPHY,Jack Couffer,Jonathan Livingston Seagull,,,,actingorsimilar,0
4947,1973,CINEMATOGRAPHY,Robert Surtees,The Sting,,,,actingorsimilar,0
4948,1973,CINEMATOGRAPHY,"Harry Stradling, Jr.",The Way We Were,,,,actingorsimilar,0
4949,1973,COSTUME DESIGN,Marik Vos,Cries and Whispers,,,,actingorsimilar,0
4950,1973,COSTUME DESIGN,Piero Tosi,Ludwig,,,,actingorsimilar,0
4951,1973,COSTUME DESIGN,Edith Head,The Sting,,,,actingorsimilar,1
4952,1973,COSTUME DESIGN,Donfeld,Tom Sawyer,,,,actingorsimilar,0
4953,1973,COSTUME DESIGN,"Dorothy Jeakins, Moss Mabry",The Way We Were,,,,actingorsimilar,0
4954,1973,DIRECTING,George Lucas,American Graffiti,,,,actingorsimilar,0
4955,1973,DIRECTING,Ingmar Bergman,Cries and Whispers,,,,actingorsimilar,0
4956,1973,DIRECTING,William Friedkin,The Exorcist,,,,actingorsimilar,0
4957,1973,DIRECTING,Bernardo Bertolucci,Last Tango in Paris,,,,actingorsimilar,0
4958,1973,DIRECTING,George Roy Hill,The Sting,,,,actingorsimilar,1
4959,1973,DOCUMENTARY (Feature),"John D. Goodell, Producer",Always a New Beginning,,,,actingorsimilar,0
4960,1973,DOCUMENTARY (Feature),"Bengt von zur Muehlen, Producer",Battle of Berlin,,,,actingorsimilar,0
4961,1973,DOCUMENTARY (Feature),"Kieth Merrill, Producer",The Great American Cowboy,,,,actingorsimilar,1
4962,1973,DOCUMENTARY (Feature),"Alex Grasshoff, Producer",Journey to the Outer Limits,,,,actingorsimilar,0
4963,1973,DOCUMENTARY (Feature),"Gertrude Ross Marks and Edmund F. Penney, Producers",Walls of Fire,,,,actingorsimilar,0
4964,1973,DOCUMENTARY (Short Subject),"Carmen D'Avino, Producer",Background,,,,actingorsimilar,0
4965,1973,DOCUMENTARY (Short Subject),"Louis Marcus, Producer",Children at Work (Paisti Ag Obair),,,,actingorsimilar,0
4966,1973,DOCUMENTARY (Short Subject),"Albert Maysles and David Maysles, Producers",Christo's Valley Curtain,,,,actingorsimilar,0
4967,1973,DOCUMENTARY (Short Subject),"Terry Sanders and June Wayne, Producers",Four Stones for Kanemitsu,,,,actingorsimilar,0
4968,1973,DOCUMENTARY (Short Subject),"Julian Krainin and DeWitt L. Sage, Jr., Producers",Princeton: A Search for Answers,,,,actingorsimilar,1
4969,1973,FILM EDITING,"Verna Fields, Marcia Lucas",American Graffiti,,,,actingorsimilar,0
4970,1973,FILM EDITING,Ralph Kemplen,The Day of the Jackal,,,,actingorsimilar,0
4971,1973,FILM EDITING,"Jordan Leondopoulos, Bud Smith, Evan Lottman, Norman Gay",The Exorcist,,,,actingorsimilar,0
4972,1973,FILM EDITING,"Frank P. Keller, James Galloway",Jonathan Livingston Seagull,,,,actingorsimilar,0
4973,1973,FILM EDITING,William Reynolds,The Sting,,,,actingorsimilar,1
4974,1973,FOREIGN LANGUAGE FILM,France,Day for Night,,,,actingorsimilar,1
4975,1973,FOREIGN LANGUAGE FILM,Israel,The House on Chelouche Street,,,,actingorsimilar,0
4976,1973,FOREIGN LANGUAGE FILM,Switzerland,L'Invitation,,,,actingorsimilar,0
4977,1973,FOREIGN LANGUAGE FILM,West Germany,The Pedestrian,,,,actingorsimilar,0
4978,1973,FOREIGN LANGUAGE FILM,The Netherlands,Turkish Delight,,,,actingorsimilar,0
4979,1973,MUSIC (Original Dramatic Score),John Williams,Cinderella Liberty,,,,other,0
4980,1973,MUSIC (Original Dramatic Score),Georges Delerue,The Day of the Dolphin,,,,other,0
4981,1973,MUSIC (Original Dramatic Score),Jerry Goldsmith,Papillon,,,,other,0
4982,1973,MUSIC (Original Dramatic Score),John Cameron,A Touch of Class,,,,other,0
4983,1973,MUSIC (Original Dramatic Score),Marvin Hamlisch,The Way We Were,,,,other,1
4984,1973,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),"Adaptation Score by Andre Previn, Herbert Spencer and Andrew Lloyd Webber",Jesus Christ Superstar,,,,other,0
4985,1973,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),Adaptation Score by Marvin Hamlisch,The Sting,,,,other,1
4986,1973,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),Song Score by Richard M. Sherman and Robert B. Sherman; Adaptation Score by John Williams,Tom Sawyer,,,,other,0
4987,1973,MUSIC (Song),Music by George Barrie; Lyrics by Sammy Cahn,A Touch of Class,,"""All That Love Went To Waste""",,song,0
4988,1973,MUSIC (Song),Music and Lyrics by Paul McCartney and Linda McCartney,Live and Let Die,,"""Live And Let Die""",,song,0
4989,1973,MUSIC (Song),Music by George Bruns; Lyrics by Floyd Huddleston,Robin Hood,,"""Love""",,song,0
4990,1973,MUSIC (Song),Music by John Williams; Lyrics by Paul Williams,Cinderella Liberty,,"""Nice To Be Around""",,song,0
4991,1973,MUSIC (Song),Music by Marvin Hamlisch; Lyrics by Alan Bergman and Marilyn Bergman,The Way We Were,,"""The Way We Were""",,song,1
4992,1973,BEST PICTURE,"Francis Ford Coppola, Producer;  Gary Kurtz, Co-Producer",American Graffiti,,,,actingorsimilar,0
4993,1973,BEST PICTURE,"Ingmar Bergman, Producer",Cries and Whispers,,,,actingorsimilar,0
4994,1973,BEST PICTURE,"William Peter Blatty, Producer",The Exorcist,,,,actingorsimilar,0
4995,1973,BEST PICTURE,"Tony Bill, Michael Phillips and Julia Phillips, Producers",The Sting,,,,actingorsimilar,1
4996,1973,BEST PICTURE,"Melvin Frank, Producer",A Touch of Class,,,,actingorsimilar,0
4997,1973,SHORT SUBJECT (Animated),"Frank Mouris, Producer",Frank Film,,,,other,1
4998,1973,SHORT SUBJECT (Animated),"Nick Bosustow and David Adams, Producers",The Legend of John Henry,,,,other,0
4999,1973,SHORT SUBJECT (Animated),"Emanuele Luzzati and Giulio Gianini, Producers",Pulcinella,,,,other,0
5000,1973,SHORT SUBJECT (Live Action),"Allan Miller and William Fertik, Producers",The Bolero,,,,other,1
5001,1973,SHORT SUBJECT (Live Action),"Richard Gayer, Producer",Clockmaker,,,,other,0
5002,1973,SHORT SUBJECT (Live Action),"Pen Densham and John Watson, Producers",Life Times Nine,,,,other,0
5003,1973,SOUND,"Richard Portman, Lawrence O. Jost",The Day of the Dolphin,,,,other,0
5004,1973,SOUND,"Robert Knudson, Chris Newman",The Exorcist,,,,other,1
5005,1973,SOUND,"Donald O. Mitchell, Lawrence O. Jost",The Paper Chase,,,,other,0
5006,1973,SOUND,"Richard Portman, Les Fresholtz",Paper Moon,,,,other,0
5007,1973,SOUND,"Ronald K. Pierce, Robert Bertrand",The Sting,,,,other,0
5008,1973,WRITING (Screenplay--based on material from another medium),William Peter Blatty,The Exorcist,,,,actingorsimilar,1
5009,1973,WRITING (Screenplay--based on material from another medium),Robert Towne,The Last Detail,,,,actingorsimilar,0
5010,1973,WRITING (Screenplay--based on material from another medium),James Bridges,The Paper Chase,,,,actingorsimilar,0
5011,1973,WRITING (Screenplay--based on material from another medium),Alvin Sargent,Paper Moon,,,,actingorsimilar,0
5012,1973,WRITING (Screenplay--based on material from another medium),"Waldo Salt, Norman Wexler",Serpico,,,,actingorsimilar,0
5013,1973,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),"George Lucas, Gloria Katz, Willard Huyck",American Graffiti,,,,actingorsimilar,0
5014,1973,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),Ingmar Bergman,Cries and Whispers,,,,actingorsimilar,0
5015,1973,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),Steve Shagan,Save the Tiger,,,,actingorsimilar,0
5016,1973,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),David S. Ward,The Sting,,,,actingorsimilar,1
5017,1973,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),"Melvin Frank, Jack Rose",A Touch of Class,,,,actingorsimilar,0
5018,1974,ACTOR,Art Carney,Harry and Tonto,"{""Harry""}",,,actingorsimilar,1
5019,1974,ACTOR,Albert Finney,Murder on the Orient Express,"{""Hercule Poirot""}",,,actingorsimilar,0
5020,1974,ACTOR,Dustin Hoffman,Lenny,"{""Lenny Bruce""}",,,actingorsimilar,0
5021,1974,ACTOR,Jack Nicholson,Chinatown,"{""J. J. Gittes""}",,,actingorsimilar,0
5022,1974,ACTOR,Al Pacino,The Godfather Part II,"{""Michael Corleone""}",,,actingorsimilar,0
5023,1974,ACTOR IN A SUPPORTING ROLE,Fred Astaire,The Towering Inferno,"{""Harlee Claiborne""}",,,actingorsimilar,0
5024,1974,ACTOR IN A SUPPORTING ROLE,Jeff Bridges,Thunderbolt and Lightfoot,"{""Lightfoot""}",,,actingorsimilar,0
5025,1974,ACTOR IN A SUPPORTING ROLE,Robert De Niro,The Godfather Part II,"{""Vito Corleone""}",,,actingorsimilar,1
5026,1974,ACTOR IN A SUPPORTING ROLE,Michael V. Gazzo,The Godfather Part II,"{""Frankie Pentangeli""}",,,actingorsimilar,0
5027,1974,ACTOR IN A SUPPORTING ROLE,Lee Strasberg,The Godfather Part II,"{""Hyman Roth""}",,,actingorsimilar,0
5028,1974,ACTRESS,Ellen Burstyn,Alice Doesn't Live Here Anymore,"{""Alice Hyatt""}",,,actingorsimilar,1
5029,1974,ACTRESS,Diahann Carroll,Claudine,"{""Claudine""}",,,actingorsimilar,0
5030,1974,ACTRESS,Faye Dunaway,Chinatown,"{""Evelyn Cross Mulwray""}",,,actingorsimilar,0
5031,1974,ACTRESS,Valerie Perrine,Lenny,"{""Honey Bruce""}",,,actingorsimilar,0
5032,1974,ACTRESS,Gena Rowlands,A Woman under the Influence,"{""Mabel Longhetti""}",,,actingorsimilar,0
5033,1974,ACTRESS IN A SUPPORTING ROLE,Ingrid Bergman,Murder on the Orient Express,"{""Greta Ohlsson""}",,,actingorsimilar,1
5034,1974,ACTRESS IN A SUPPORTING ROLE,Valentina Cortese,Day for Night,"{""Severine""}",,,actingorsimilar,0
5035,1974,ACTRESS IN A SUPPORTING ROLE,Madeline Kahn,Blazing Saddles,"{""Lili Von Shtupp""}",,,actingorsimilar,0
5036,1974,ACTRESS IN A SUPPORTING ROLE,Diane Ladd,Alice Doesn't Live Here Anymore,"{""Flo""}",,,actingorsimilar,0
5037,1974,ACTRESS IN A SUPPORTING ROLE,Talia Shire,The Godfather Part II,"{""Connie Corleone""}",,,actingorsimilar,0
5038,1974,ART DIRECTION,"Art Direction:  Richard Sylbert, W. Stewart Campbell;  Set Decoration:  Ruby Levitt",Chinatown,,,,actingorsimilar,0
5039,1974,ART DIRECTION,"Art Direction:  Alexander Golitzen, E. Preston Ames;  Set Decoration:  Frank McKelvy",Earthquake,,,,actingorsimilar,0
5040,1974,ART DIRECTION,"Art Direction:  Dean Tavoularis, Angelo Graham;  Set Decoration:  George R. Nelson",The Godfather Part II,,,,actingorsimilar,1
5041,1974,ART DIRECTION,"Art Direction:  Peter Ellenshaw, John B. Mansbridge, Walter Tyler, Al Roelofs;  Set Decoration:  Hal Gausman",The Island at the Top of the World,,,,actingorsimilar,0
5042,1974,ART DIRECTION,"Art Direction:  William Creber, Ward Preston;  Set Decoration:  Raphael Bretton",The Towering Inferno,,,,actingorsimilar,0
5043,1974,CINEMATOGRAPHY,John A. Alonzo,Chinatown,,,,actingorsimilar,0
5044,1974,CINEMATOGRAPHY,Philip Lathrop,Earthquake,,,,actingorsimilar,0
5045,1974,CINEMATOGRAPHY,Bruce Surtees,Lenny,,,,actingorsimilar,0
5046,1974,CINEMATOGRAPHY,Geoffrey Unsworth,Murder on the Orient Express,,,,actingorsimilar,0
5047,1974,CINEMATOGRAPHY,"Fred Koenekamp, Joseph Biroc",The Towering Inferno,,,,actingorsimilar,1
5048,1974,COSTUME DESIGN,Anthea Sylbert,Chinatown,,,,actingorsimilar,0
5049,1974,COSTUME DESIGN,John Furness,Daisy Miller,,,,actingorsimilar,0
5050,1974,COSTUME DESIGN,Theadora Van Runkle,The Godfather Part II,,,,actingorsimilar,0
5051,1974,COSTUME DESIGN,Theoni V. Aldredge,The Great Gatsby,,,,actingorsimilar,1
5052,1974,COSTUME DESIGN,Tony Walton,Murder on the Orient Express,,,,actingorsimilar,0
5053,1974,DIRECTING,Roman Polanski,Chinatown,,,,actingorsimilar,0
5054,1974,DIRECTING,Francois Truffaut,Day for Night,,,,actingorsimilar,0
5055,1974,DIRECTING,Francis Ford Coppola,The Godfather Part II,,,,actingorsimilar,1
5056,1974,DIRECTING,Bob Fosse,Lenny,,,,actingorsimilar,0
5057,1974,DIRECTING,John Cassavetes,A Woman under the Influence,,,,actingorsimilar,0
5058,1974,DOCUMENTARY (Feature),"Judy Collins and Jill Godmilow, Producers",Antonia: A Portrait of the Woman,,,,actingorsimilar,0
5059,1974,DOCUMENTARY (Feature),"Herbert Kline, Producer",The Challenge...A Tribute to Modern Art,,,,actingorsimilar,0
5060,1974,DOCUMENTARY (Feature),"Jacquot Ehrlich, David Bergman and Haim Gouri, Producers",The 81st Blow,,,,actingorsimilar,0
5061,1974,DOCUMENTARY (Feature),"Peter Davis and Bert Schneider, Producers",Hearts and Minds,,,,actingorsimilar,1
5062,1974,DOCUMENTARY (Feature),"Natalie R. Jones and Eugene S. Jones, Producers",The Wild and the Brave,,,,actingorsimilar,0
5063,1974,DOCUMENTARY (Short Subject),"Francis Thompson, Producer",City Out of Wilderness,,,,actingorsimilar,0
5064,1974,DOCUMENTARY (Short Subject),"Robin Lehman, Producer",Don't,,,,actingorsimilar,1
5065,1974,DOCUMENTARY (Short Subject),"Jon Boorstin, Producer",Exploratorium,,,,actingorsimilar,0
5066,1974,DOCUMENTARY (Short Subject),"Dewitt Jones and Lesley Foster, Producers",John Muir's High Sierra,,,,actingorsimilar,0
5067,1974,DOCUMENTARY (Short Subject),"Ronald S. Kass and Mervyn Lloyd, Producers",Naked Yoga,,,,actingorsimilar,0
5068,1974,FILM EDITING,"John C. Howard, Danford Greene",Blazing Saddles,,,,actingorsimilar,0
5069,1974,FILM EDITING,Sam O'Steen,Chinatown,,,,actingorsimilar,0
5070,1974,FILM EDITING,Dorothy Spencer,Earthquake,,,,actingorsimilar,0
5071,1974,FILM EDITING,Michael Luciano,The Longest Yard,,,,actingorsimilar,0
5072,1974,FILM EDITING,"Harold F. Kress, Carl Kress",The Towering Inferno,,,,actingorsimilar,1
5073,1974,FOREIGN LANGUAGE FILM,Italy,Amarcord,,,,actingorsimilar,1
5074,1974,FOREIGN LANGUAGE FILM,Hungary,Cats' Play,,,,actingorsimilar,0
5075,1974,FOREIGN LANGUAGE FILM,Poland,The Deluge,,,,actingorsimilar,0
5076,1974,FOREIGN LANGUAGE FILM,France,"Lacombe, Lucien",,,,actingorsimilar,0
5077,1974,FOREIGN LANGUAGE FILM,Argentina,The Truce,,,,actingorsimilar,0
5078,1974,MUSIC (Original Dramatic Score),Jerry Goldsmith,Chinatown,,,,other,0
5079,1974,MUSIC (Original Dramatic Score),"Nino Rota, Carmine Coppola",The Godfather Part II,,,,other,1
5080,1974,MUSIC (Original Dramatic Score),Richard Rodney Bennett,Murder on the Orient Express,,,,other,0
5081,1974,MUSIC (Original Dramatic Score),Alex North,Shanks,,,,other,0
5082,1974,MUSIC (Original Dramatic Score),John Williams,The Towering Inferno,,,,other,0
5083,1974,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),Adaptation Score by Nelson Riddle,The Great Gatsby,,,,other,1
5084,1974,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),Song Score by Alan Jay Lerner and Frederick Loewe; Adaptation Score by Angela Morley and Douglas Gamley,The Little Prince,,,,other,0
5085,1974,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),Song Score by Paul Williams; Adaptation Score by Paul Williams and George Aliceson Tipton,Phantom of the Paradise,,,,other,0
5086,1974,MUSIC (Song),Music by Euel Box; Lyrics by Betty Box,Benji,,"""Benji's Theme (I Feel Love)""",,song,0
5087,1974,MUSIC (Song),Music by John Morris; Lyrics by Mel Brooks,Blazing Saddles,,"""Blazing Saddles""",,song,0
5088,1974,MUSIC (Song),Music by Frederick Loewe; Lyrics by Alan Jay Lerner,The Little Prince,,"""Little Prince""",,song,0
5089,1974,MUSIC (Song),Music and Lyrics by Al Kasha and Joel Hirschhorn,The Towering Inferno,,"""We May Never Love Like This Again""",,song,1
5090,1974,MUSIC (Song),Music by Elmer Bernstein; Lyrics by Don Black,Gold,,"""Wherever Love Takes Me""",,song,0
5091,1974,BEST PICTURE,"Robert Evans, Producer",Chinatown,,,,actingorsimilar,0
5092,1974,BEST PICTURE,"Francis Ford Coppola, Producer;  Fred Roos, Co-Producer",The Conversation,,,,actingorsimilar,0
5093,1974,BEST PICTURE,"Francis Ford Coppola, Producer;  Gray Frederickson and Fred Roos, Co-Producers",The Godfather Part II,,,,actingorsimilar,1
5094,1974,BEST PICTURE,"Marvin Worth, Producer",Lenny,,,,actingorsimilar,0
5095,1974,BEST PICTURE,"Irwin Allen, Producer",The Towering Inferno,,,,actingorsimilar,0
5096,1974,SHORT FILM (Animated),"Will Vinton and Bob Gardiner, Producers",Closed Mondays,,,,other,1
5097,1974,SHORT FILM (Animated),"Yvon Mallette and Robert Verrall, Producers",The Family That Dwelt Apart,,,,other,0
5098,1974,SHORT FILM (Animated),"Peter Foldes and René Jodoin, Producers",Hunger,,,,other,0
5099,1974,SHORT FILM (Animated),"Faith Hubley and John Hubley, Producers",Voyage to Next,,,,other,0
5100,1974,SHORT FILM (Animated),"Wolfgang Reitherman, Producer",Winnie the Pooh and Tigger Too,,,,other,0
5101,1974,SHORT FILM (Live Action),"Dewitt Jones, Producer",Climb,,,,other,0
5102,1974,SHORT FILM (Live Action),"Julian Chagrin and Claude Chagrin, Producers",The Concert,,,,other,0
5103,1974,SHORT FILM (Live Action),"Paul Claudon and Edmond Sechan, Producers",One-Eyed Men Are Kings,,,,other,1
5104,1974,SHORT FILM (Live Action),"George V. Casey, Producer",Planet Ocean,,,,other,0
5105,1974,SHORT FILM (Live Action),"Andrew Welsh and George Pastic, Producers",The Violin,,,,other,0
5106,1974,SOUND,"Bud Grenzbach, Larry Jost",Chinatown,,,,other,0
5107,1974,SOUND,"Walter Murch, Arthur Rochester",The Conversation,,,,other,0
5108,1974,SOUND,"Ronald Pierce, Melvin Metcalfe, Sr.",Earthquake,,,,other,1
5109,1974,SOUND,"Theodore Soderberg, Herman Lewis",The Towering Inferno,,,,other,0
5110,1974,SOUND,"Richard Portman, Gene Cantamessa",Young Frankenstein,,,,other,0
5111,1974,WRITING (Original Screenplay),Robert Getchell,Alice Doesn't Live Here Anymore,,,,actingorsimilar,0
5112,1974,WRITING (Original Screenplay),Robert Towne,Chinatown,,,,actingorsimilar,1
5113,1974,WRITING (Original Screenplay),Francis Ford Coppola,The Conversation,,,,actingorsimilar,0
5114,1974,WRITING (Original Screenplay),"Francois Truffaut, Jean-Louis Richard, Suzanne Schiffman",Day for Night,,,,actingorsimilar,0
5115,1974,WRITING (Original Screenplay),"Paul Mazursky, Josh Greenfeld",Harry and Tonto,,,,actingorsimilar,0
5116,1974,WRITING (Screenplay Adapted from Other Material),Screenplay by Mordecai Richler;  Adaptation by Lionel Chetwynd,The Apprenticeship of Duddy Kravitz,,,,actingorsimilar,0
